Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"6844 195a Street, Surrey","1,550,000",For Sale,49.127236,-122.6808562,6,3,11-Mar-25
"901 - 7368 Sandborne Avenue, Burnaby","749,000",For Sale,49.2104267,-122.9611494,2,2,11-Mar-25
"1503 - 5615 Hampton Place, Vancouver","2,400,000",For Sale,49.2584452,-123.2327314,3,2,11-Mar-25
"203 - 13628 81a Avenue, Surrey","549,000",For Sale,49.1508064,-122.8451729,2,2,11-Mar-25
"1308 - 10428 Whalley Boulevard, Surrey","688,900",For Sale,49.19237,-122.8415042,2,1,11-Mar-25
"101 - 2375 Emery Court, North Vancouver","1,599,000",For Sale,49.3304948,-123.0401569,3,2,11-Mar-25
"1571 136 Street, Surrey","2,738,000",For Sale,49.0306969,-122.8459179,5,6,11-Mar-25
"22 - 14905 60 Avenue, Surrey","799,000",For Sale,49.112688,-122.8089738,2,2,11-Mar-25
"1203 - 108 1st Avenue, Vancouver","1,278,800",For Sale,49.2700879,-123.1069769,2,0,11-Mar-25
"205 - 4885 Valley Drive, Vancouver","1,098,000",For Sale,49.2426852,-123.1505599,2,2,11-Mar-25
"3440 25 Avenue, Vancouver","2,388,888",For Sale,49.2476919,-123.0300483,2,1,11-Mar-25
"625 Seymour Court, North Vancouver","1,998,000",For Sale,49.3130888,-123.0201975,8,7,11-Mar-25
"12686 25 Avenue, Surrey","2,899,000",For Sale,49.0477898,-122.8707177,6,3,11-Mar-25
"10 - 9132 120 Street, Surrey","299,900",For Sale,49.1690822,-122.8867397,3,1,11-Mar-25
"308 - 1707 Charles Street, Vancouver","3,750",For Rent,49.2731601,-123.0692868,2,1,11-Mar-25
"505 - 3596 W. 28th Avenue, Vancouver","1,999,000",For Sale,49.2469782,-123.1848665,2,3,11-Mar-25
"106 - 7428 Alberta Street, Vancouver","1,925,000",For Sale,49.2175086,-123.1129832,3,3,11-Mar-25
"1801 - 811 Helmcken Street, Vancouver","839,000",For Sale,49.2791435,-123.1257306,2,2,11-Mar-25
"133 - 3231 No. 6 Road, Richmond",25,For Rent,49.189285,-123.070228,,,11-Mar-25
"104 - 8678 Greenall Avenue, Burnaby","799,800",For Sale,49.2064149,-123.0172474,,,11-Mar-25
"204 - 7060 Waltham Avenue, Burnaby","69,444",For Rent,49.2194042,-122.9761968,,,11-Mar-25
"2919 Tower Hill Crescent, West Vancouver","4,198,000",For Sale,49.344332,-123.191727,3,6,11-Mar-25
"6688 182 Street, Surrey","1,369,000",For Sale,49.1238451,-122.718577,,,11-Mar-25
"2105 - 1201 Marinaside Crescent, Vancouver","1,699,000",For Sale,49.2729228,-123.1202765,3,2,11-Mar-25
"204 - 625 3rd Street, North Vancouver","915,000",For Sale,49.308231,-123.061831,2,2,11-Mar-25
"204 - 565 17th Street, West Vancouver","1,418,000",For Sale,49.3291381,-123.1606494,2,2,11-Mar-25
"28 - 15151 Edmund Drive, Surrey","899,000",For Sale,49.1070375,-122.8017471,3,3,11-Mar-25
"401 - 3690 Banff Court, North Vancouver","1,050,000",For Sale,49.3191699,-122.9697552,2,2,11-Mar-25
"2003 - 1850 Comox Street, Vancouver","399,900",For Sale,49.2890306,-123.1410302,1,1,11-Mar-25
"12 - 19128 65 Avenue, Surrey","779,900",For Sale,49.1215456,-122.6929171,3,2,11-Mar-25
"12222 Trites Road, Richmond","1,990,000",For Sale,49.1247936,-123.1642232,3,3,11-Mar-25
"311 - 2220 Kingsway , Vancouver","848,000",For Sale,49.2428756,-123.0608477,2,2,11-Mar-25
"54 - 1295 Soball Street, Coquitlam","1,099,900",For Sale,49.2905285,-122.7480141,3,3,11-Mar-25
"803 - 1033 Marinaside Crescent, Vancouver","898,000",For Sale,49.273476,-123.1163516,1,1,11-Mar-25
"805 - 1468 14th Avenue, Vancouver","1,100,000",For Sale,49.2586356,-123.1373143,2,2,11-Mar-25
"902 - 8988 Patterson Road, Richmond","999,999",For Sale,49.1899194,-123.1257308,3,2,11-Mar-25
"1468 Cedar Cottage Mews, Vancouver","1,099,900",For Sale,49.248869,-123.0749368,2,3,11-Mar-25
"307 - 1103 Howie Avenue, Coquitlam","418,000",For Sale,49.25079,-122.86121,1,1,11-Mar-25
"14 - 1073 Lynn Valley Road, North Vancouver","909,000",For Sale,49.3334634,-123.0446898,2,2,11-Mar-25
"14072 103 Avenue, Surrey","2,595,000",For Sale,49.1893725,-122.8322236,6,4,11-Mar-25
"2556 20th Avenue, Vancouver","3,850,000",For Sale,49.2543513,-123.1633019,4,4,11-Mar-25
"4131 Magellan Place, Richmond","2,058,000",For Sale,49.1567573,-123.1789359,2,1,11-Mar-25
"3660 Granville Avenue, Richmond","3,898,000",For Sale,49.1624781,-123.1830462,7,7,11-Mar-25
"7240 Miller Road, Richmond","978,000",For Sale,49.1917221,-123.1434968,2,3,11-Mar-25
"2108 Gilmore Avenue, Burnaby","3,100",For Rent,49.2653663,-123.0133104,2,2,11-Mar-25
"408 - 585 Austin Avenue, Coquitlam","599,900",For Sale,49.2496541,-122.8866137,1,1,11-Mar-25
"203 - 558 Rochester Avenue, Coquitlam","549,900",For Sale,49.245201,-122.888405,,,11-Mar-25
"412 - 2388 Western Parkway, Vancouver","1,028,000",For Sale,49.2636,-123.2411851,1,1,11-Mar-25
"2240 York Avenue, Vancouver","1,699,000",For Sale,49.2715072,-123.155987,4,2,11-Mar-25
"4169 Lions Avenue, North Vancouver","2,098,000",For Sale,49.3479076,-123.0957047,5,3,11-Mar-25
"575 Tipton Street, Coquitlam","1,899,000",For Sale,49.2534193,-122.8540747,3,2,11-Mar-25
"8570 Rivergrass Drive , Vancouver","3,200",For Rent,49.2053521,-123.0280559,2,2,11-Mar-25
"863 Roche Point Drive, North Vancouver","1,495,000",For Sale,49.3129035,-122.9711609,4,3,11-Mar-25
"1201 - 888 Hamilton Street, Vancouver","1,049,000",For Sale,49.2780748,-123.1169092,3,3,11-Mar-25
"211 - 7751 Minoru Boulevard, Richmond","578,000",For Sale,49.1566199,-123.1414487,2,2,11-Mar-25
"313 - 3596 Malsum Drive, North Vancouver","849,000",For Sale,49.3112441,-122.9723132,3,2,11-Mar-25
"402 - 15848 Fraser Highway, Surrey","445,000",For Sale,49.1593464,-122.7852114,2,2,11-Mar-25
"14920 Kew Drive, Surrey","1,680,000",For Sale,49.207492,-122.8079625,9,4,11-Mar-25
"1603 49th Avenue, Vancouver","4,950,000",For Sale,49.2273314,-123.1420544,8,5,11-Mar-25
"22 174 Street, Surrey","1,918,000",For Sale,49.0024121,-122.7408753,5,4,11-Mar-25
"1102 - 13428 105 Avenue, Surrey","2,775",For Rent,49.1927348,-122.8500408,2,2,11-Mar-25
"316 - 9319 University Crescent, Burnaby","605,000",For Sale,49.2778972,-122.9052622,2,2,11-Mar-25
"508 - 6688 Pearson Way, Richmond","1,399,000",For Sale,49.1757469,-123.1484101,3,3,11-Mar-25
"2607 - 1495 Richards Street, Vancouver","749,900",For Sale,49.2736071,-123.1281418,1,1,11-Mar-25
"3009 - 450 Westview Street, Coquitlam","859,000",For Sale,49.2481153,-122.8901141,2,2,11-Mar-25
"119 - 9388 Odlin Road, Richmond","588,000",For Sale,49.1814227,-123.1201224,1,1,11-Mar-25
"2005 - 1000 Beach Avenue, Vancouver","1,430,000",For Sale,49.2758371,-123.1338013,1,2,11-Mar-25
"5304 - 5111 Garden City Road, Richmond","799,999",For Sale,49.176997,-123.126864,4,3,11-Mar-25
"405 - 15038 101 Avenue, Surrey","649,900",For Sale,49.1857593,-122.8048836,1,1,11-Mar-25
"12535 26a Avenue, Surrey","1,450,000",For Sale,49.0511459,-122.8748167,3,1,11-Mar-25
"312 - 8450 Jellicoe Street, Vancouver","739,900",For Sale,49.2070942,-123.0465525,2,2,11-Mar-25
"1 - 10177 Pugwash Place, Richmond","999,000",For Sale,49.1404697,-123.1796836,3,2,11-Mar-25
"506 - 8080 Cambie Road, Richmond","629,000",For Sale,49.184468,-123.1352487,1,1,11-Mar-25
"103 - 688 Edgar Avenue, Coquitlam","1,049,000",For Sale,49.2408429,-122.8821399,2,2,11-Mar-25
"6813 Inverness Street, Vancouver","2,198,000",For Sale,49.2225759,-123.0804254,5,4,11-Mar-25
"6788 Chatterton Road, Richmond","1,990,000",For Sale,49.1586579,-123.1481325,6,7,11-Mar-25
"2930 Cougar Court, Coquitlam","1,799,900",For Sale,49.3011083,-122.7879008,5,5,11-Mar-25
"10163 177a Street, Surrey","1,888,000",For Sale,49.1876357,-122.7310832,7,5,11-Mar-25
"7580 6th Street, Burnaby",54,For Rent,49.2228843,-122.9322657,,,11-Mar-25
"11590 Confidential , Vancouver","1,200,000",For Sale,49.2827291,-123.1207375,,,11-Mar-25
"106 - 630 Como Lake Avenue, Coquitlam","779,900",For Sale,49.2630407,-122.8844989,1,1,11-Mar-25
"508 - 538 Smithe Street, Vancouver","729,000",For Sale,49.2790779,-123.1200461,2,2,11-Mar-25
"307 - 5629 Dunbar Street, Vancouver","988,800",For Sale,49.2354887,-123.185533,1,1,11-Mar-25
"7 - 7060 Blundell Road, Richmond","1,699,000",For Sale,49.1554248,-123.1469786,2,2,11-Mar-25
"A403 - 20716 Willoughby Town Centre Drive, Surrey","799,900",For Sale,49.1445741,-122.6480293,3,2,11-Mar-25
"3202 - 610 Granville Street, Vancouver","1,098,000",For Sale,49.283326,-123.1163709,1,2,11-Mar-25
"610 - 9373 Hemlock Drive, Richmond","899,900",For Sale,49.1673551,-123.1201097,2,2,11-Mar-25
"1102 - 9887 Whalley Boulevard, Surrey","485,000",For Sale,49.1827181,-122.8434076,1,1,11-Mar-25
"129 - 2060 Curling Road, North Vancouver","669,000",For Sale,49.3261876,-123.1231312,1,1,11-Mar-25
"4305 - 13350 Central Avenue, Surrey","470,000",For Sale,49.1898257,-122.8527849,1,1,11-Mar-25
"55 - 3009 156 Street, Surrey","869,500",For Sale,49.0567788,-122.7904765,3,3,11-Mar-25
"310 Macbeth Crescent, West Vancouver","2,898,000",For Sale,49.3333473,-123.1246569,6,4,11-Mar-25
"3404 Ayr Avenue, North Vancouver","4,198,000",For Sale,49.3403724,-123.1017067,3,2,11-Mar-25
"7220 Gilhurst Crescent, Richmond","3,499,000",For Sale,49.1415511,-123.1470757,3,1,11-Mar-25
"1506 - 1330 Harwood Street, Vancouver","2,295",For Rent,49.2816786,-123.1381112,0,1,11-Mar-25
"304 - 7688 Alderbridge Way, Richmond","958,000",For Sale,49.1743093,-123.1436157,2,2,11-Mar-25
"106 - 1360 Mitchell Street, Coquitlam","1,285,000",For Sale,49.2949031,-122.7383947,4,4,11-Mar-25
"101 - 4883 Maclure Mews, Vancouver","758,800",For Sale,49.2427669,-123.1515753,1,1,11-Mar-25
"1803 - 13685 102 Avenue, Vancouver","389,000",For Sale,49.1880367,-122.8437515,0,1,11-Mar-25
"1308 - 901 Lougheed Highway, Coquitlam","429,900",For Sale,49.2375071,-122.8726169,0,1,11-Mar-25
"320 - 12101 80 Avenue, Surrey","465,000",For Sale,49.1487583,-122.8874825,1,1,11-Mar-25
"1408 - 10082 148 Street, Surrey","490,000",For Sale,49.1856158,-122.8111539,1,2,11-Mar-25
"3003 Sunnyhurst Road, North Vancouver","1,948,000",For Sale,49.336522,-123.042763,3,1,11-Mar-25
"4024 16th Avenue, Vancouver","2,399,000",For Sale,49.2577605,-123.1943231,5,3,11-Mar-25
"305 - 8120 Jones Road, Richmond","672,000",For Sale,49.1569323,-123.1347802,1,1,11-Mar-25
"4103 - 4711 Hazel Street, Burnaby","1,799,999",For Sale,49.2292064,-122.9980733,2,2,11-Mar-25
"125 - 1465 Parkway Boulevard, Coquitlam","1,269,000",For Sale,49.2970078,-122.8067847,3,2,11-Mar-25
"2603 - 7088 Salisbury Avenue, Burnaby","948,800",For Sale,49.2196721,-122.9572118,3,3,11-Mar-25
"22 - 1506 Eagle Mountain Drive, Coquitlam","1,099,000",For Sale,49.301029,-122.8204253,2,2,11-Mar-25
"417 - 163 175a Street, Surrey","529,900",For Sale,49.004766,-122.737643,3,2,11-Mar-25
"429 Newlands Road, West Vancouver","3,098,000",For Sale,49.3352445,-123.128183,4,3,11-Mar-25
"3321 Willerton Court, Coquitlam","1,668,800",For Sale,49.2904751,-122.762667,3,3,11-Mar-25
"5756 St. Margarets Street, Vancouver","2,288,000",For Sale,49.2318632,-123.0562245,6,3,11-Mar-25
"7519 14th Avenue, Burnaby","1,980,000",For Sale,49.2184175,-122.9397583,7,4,11-Mar-25
"3126 Silverthrone Drive, Coquitlam","2,688,000",For Sale,49.3012923,-122.781071,7,6,11-Mar-25
"8935 Monroe Avenue, Burnaby","2,288,000",For Sale,49.235854,-122.9060906,5,3,11-Mar-25
"1465 Blackwater Place, Coquitlam","1,648,000",For Sale,49.3005449,-122.7791864,5,3,11-Mar-25
"11382 154a Street, Surrey","1,939,000",For Sale,49.2086098,-122.7904467,6,4,11-Mar-25
"14 - 3634 Garibaldi Drive, North Vancouver","1,499,000",For Sale,49.315498,-122.9723519,3,3,11-Mar-25
"25 - 7127 193a Street, Surrey","1,064,000",For Sale,49.1330717,-122.686057,4,4,11-Mar-25
"213 - 9228 Slopes Mews, Burnaby","620,000",For Sale,49.2769068,-122.9074276,1,2,11-Mar-25
"210 - 5638 Birney Avenue, Vancouver","1,058,000",For Sale,49.2542745,-123.2319391,2,2,11-Mar-25
"21 - 355 Duthie Avenue, Burnaby","799,000",For Sale,49.2809033,-122.9541068,2,3,11-Mar-25
"509 - 2221 30th Avenue, Vancouver","799,888",For Sale,49.2424786,-123.0618959,3,2,11-Mar-25
"413 - 13040 No. 2 Road, Richmond","1,020,000",For Sale,49.1182039,-123.1585973,2,2,11-Mar-25
"517 - 733 3rd Street, North Vancouver","818,000",For Sale,49.308291,-123.0587404,2,1,11-Mar-25
"107 - 14358 60 Avenue, Surrey","599,000",For Sale,49.1112009,-122.8250978,3,2,11-Mar-25
"810 Burley Drive, West Vancouver","2,289,000",For Sale,49.3362038,-123.1378088,5,2,11-Mar-25
"6066 165 Street, Surrey","1,545,000",For Sale,49.1126074,-122.7642171,5,4,11-Mar-25
"1801 - 2181 Madison Avenue, Burnaby","2,300",For Rent,49.2648606,-123.0089395,1,1,11-Mar-25
"2209 - 131 Regiment Square, Vancouver","564,888",For Sale,49.2786982,-123.1100408,1,1,11-Mar-25
"2501 - 13438 Central Avenue, Surrey","388,888",For Sale,49.1899566,-122.8507398,1,1,11-Mar-25
"209 - 9311 Alexandra Road, Richmond","688,000",For Sale,49.1791852,-123.1205697,2,1,11-Mar-25
"1728 Cook Street, Vancouver","1,396,666",For Sale,49.2696142,-123.1104404,2,3,11-Mar-25
"211 - 750 Dogwood Street, Coquitlam","699,000",For Sale,49.2625608,-122.8838346,1,1,11-Mar-25
"1709 - 5380 Oben Street, Vancouver","809,000",For Sale,49.2350637,-123.0264593,2,2,11-Mar-25
"106 - 2970 King George Boulevard, Surrey","599,000",For Sale,49.0564346,-122.8053519,1,1,11-Mar-25
"10940 164th Street, Surrey","1,799,000",For Sale,49.2015119,-122.7671576,4,3,11-Mar-25
"320 - 1633 Mackay Avenue, North Vancouver","815,000",For Sale,49.3240807,-123.1014285,2,2,11-Mar-25
"702 - 6951 Elmbridge Way, Richmond","799,000",For Sale,49.1733228,-123.1486605,2,2,11-Mar-25
"305 - 1468 St. Andrews Avenue, North Vancouver","1,199,000",For Sale,49.3213579,-123.0657812,2,2,11-Mar-25
"707 - 1775 Quebec Street, Vancouver","749,000",For Sale,49.2694981,-123.1030368,1,1,11-Mar-25
"206 - 7058 14th Avenue, Burnaby","699,000",For Sale,49.210093,-122.9527097,1,1,11-Mar-25
"2701 - 198 Aquarius Mews, Vancouver","998,000",For Sale,49.2741606,-123.1195035,2,2,11-Mar-25
"102 - 15255 Sitka Drive, Surrey","1,130,000",For Sale,49.1437308,-122.7957507,1,1,11-Mar-25
"Rental Suite - 680 Sperling Avenue, Burnaby","2,350",For Rent,49.2783749,-122.964292,3,1,11-Mar-25
"2765 156 Street, Surrey",350,For Rent,49.05218,-122.79047,0,0,11-Mar-25
"201 - 2024 Fullerton Avenue, North Vancouver","758,000",For Sale,49.3296286,-123.1238638,2,2,11-Mar-25
"906 - 3080 Lincoln Avenue, Coquitlam","599,000",For Sale,49.27863,-122.78949,1,1,11-Mar-25
"404 - 4933 Clarendon Street, Vancouver","901,000",For Sale,49.2394981,-123.0560367,2,2,11-Mar-25
"308 - 4933 Clarendon Street, Vancouver","868,000",For Sale,49.2394981,-123.0560367,2,2,11-Mar-25
"13241 79 Avenue, Surrey","2,280,000",For Sale,49.1464906,-122.8558746,8,8,11-Mar-25
"8071 Alanmore Place, Richmond","3,299,000",For Sale,49.1549512,-123.182905,5,5,11-Mar-25
"203 - 4933 Clarendon Street, Vancouver","880,000",For Sale,49.2394981,-123.0560367,2,2,11-Mar-25
"3913 Cates Landing Way, North Vancouver","3,650,000",For Sale,49.3036571,-122.9628018,3,4,11-Mar-25
"187 - 1330 Wellon Street, Coquitlam","1,398,000",For Sale,49.2931157,-122.7242247,4,4,11-Mar-25
"402 - 590 Nicola Street, Vancouver","2,268,000",For Sale,49.2905301,-123.1279184,2,2,11-Mar-25
"1 - 3841 27th Avenue, Vancouver","2,590,000",For Sale,49.2483111,-123.1893689,2,2,11-Mar-25
"206 - 1513 Bowser Avenue, North Vancouver","1,099,000",For Sale,49.323026,-123.1163893,3,1,11-Mar-25
"511 - 7169 14th Avenue, Burnaby","928,000",For Sale,49.2127602,-122.9508147,7,5,11-Mar-25
"185 - 12040 68 Avenue, Surrey","925,000",For Sale,49.1265257,-122.8887201,3,2,11-Mar-25
"2548 Boswell Avenue, North Vancouver","2,688,000",For Sale,49.3228949,-123.0031939,,,11-Mar-25
"4805 Joyce Street, Vancouver","2,350,000",For Sale,49.2417251,-123.0289256,,,11-Mar-25
"102 - 1265 11th Avenue, Vancouver","729,000",For Sale,49.2618792,-123.1330403,1,1,11-Mar-25
"311 - 3770 Manor Street, Burnaby","525,000",For Sale,49.257053,-123.0212372,1,1,11-Mar-25
"W613 - 13838 108 Avenue, Surrey","548,888",For Sale,49.1983518,-122.83877,1,2,11-Mar-25
"1601 - 277 Thurlow Street, Vancouver","7,590,000",For Sale,49.2889075,-123.1190486,1,1,11-Mar-25
"301 - 3281 East Kent Avenue, Vancouver","788,800",For Sale,49.2064039,-123.0374876,2,2,11-Mar-25
"2006 - 1008 Cambie Street, Vancouver","868,000",For Sale,49.2757498,-123.1179298,1,1,11-Mar-25
"1003 - 6611 Pearson Way, Richmond","3,180,000",For Sale,49.1761638,-123.1493605,3,3,11-Mar-25
"1895 60th Avenue, Vancouver","3,880,000",For Sale,49.2173567,-123.1508301,2,3,11-Mar-25
"5889 Granville Street, Vancouver","5,443,389",For Sale,49.2326706,-123.1402912,2,3,11-Mar-25
"3807 - 777 Richards Street, Vancouver","698,000",For Sale,49.2806484,-123.1172768,,,11-Mar-25
"408 - 2733 Atlin Place, Coquitlam","599,900",For Sale,49.248297,-122.8149209,1,1,11-Mar-25
"1005 - 1601 Quebec Street, Vancouver","1,824,900",For Sale,49.2715566,-123.1027944,2,1,11-Mar-25
"910 - 3557 Sawmill Crescent, Vancouver","628,000",For Sale,49.2059698,-123.0295737,2,1,11-Mar-25
"11 - 127 172 Street, Surrey","1,055,000",For Sale,49.0042148,-122.7466515,,,11-Mar-25
"101 - 9150 University High Street, Burnaby","674,999",For Sale,49.2773864,-122.9084332,3,2,11-Mar-25
"413 - 13933 105 Boulevard, Surrey","639,000",For Sale,49.19446,-122.83606,2,2,11-Mar-25
"1004 - 1601 Quebec Street, Vancouver","4,279,900",For Sale,49.2715566,-123.1027944,2,3,11-Mar-25
"SL 7 - 720 Robinson Street, Coquitlam","1,420,000",For Sale,49.2614176,-122.8802032,3,0,11-Mar-25
"17457 2b Avenue, Surrey","1,980,000",For Sale,49.0072837,-122.7387951,4,5,11-Mar-25
"7470 123 Street, Surrey","1,329,000",For Sale,49.138512,-122.8811653,3,3,11-Mar-25
"205 - 1425 Marine Drive, West Vancouver","338,000",For Sale,49.3284724,-123.1549806,,,11-Mar-25
"18 - 6600 Lucas Road, Richmond","1,249,900",For Sale,49.1504369,-123.1507917,2,3,11-Mar-25
"402 - 1228 Hastings Street, Vancouver","2,098,000",For Sale,49.2811005,-123.0781191,2,3,11-Mar-25
"301 - 1510 1st Avenue, Vancouver","725,000",For Sale,49.2711208,-123.140307,2,2,11-Mar-25
"14809 26 Avenue, Surrey","2,100,000",For Sale,49.0498965,-122.8119794,4,4,11-Mar-25
"306 - 988 Richards Street, Vancouver","1,199,000",For Sale,49.2780161,-123.1206902,2,2,11-Mar-25
"304 - 1632 Lions Gate Lane, North Vancouver","728,000",For Sale,49.3249218,-123.1225036,1,1,11-Mar-25
"77 - 6140 192 Street, Surrey","849,900",For Sale,49.1142769,-122.6907369,2,3,11-Mar-25
"11531 Kingsbridge Drive, Richmond","1,298,000",For Sale,49.1477073,-123.0960703,3,1,11-Mar-25
"2805 - 131 Regiment Square, Vancouver","798,000",For Sale,49.2786982,-123.1100408,2,1,11-Mar-25
"12 - 7168 179 Street, Surrey","929,000",For Sale,49.1321001,-122.7244122,4,3,11-Mar-25
"7263 194a Street, Surrey","1,499,000",For Sale,49.1347952,-122.6840843,2,3,11-Mar-25
"6950 Kerr Street, Vancouver","1,899,999",For Sale,49.2206811,-123.0409744,5,4,11-Mar-25
"24 - 16261 23a Avenue, Surrey","828,000",For Sale,49.0450166,-122.7718955,3,3,11-Mar-25
"1206 - 570 Emerson Street, Coquitlam","589,000",For Sale,49.2622514,-122.8873794,1,1,11-Mar-25
"6082 Victoria Drive, Vancouver","1,288,000",For Sale,49.2287716,-123.0653429,3,3,11-Mar-25
"7909 126a Street, Surrey","1,599,000",For Sale,49.1463163,-122.8724989,7,3,11-Mar-25
"14904 95a Avenue, Surrey","1,549,999",For Sale,49.1757881,-122.8096623,6,4,11-Mar-25
"3801 - 1009 Expo Boulevard, Vancouver","2,498,000",For Sale,49.2749349,-123.1173257,3,3,11-Mar-25
"1001 - 777 Richards Street, Vancouver","998,000",For Sale,49.2806484,-123.1172768,2,2,11-Mar-25
"3055 E 24th Avenue, Vancouver","1,849,000",For Sale,49.2490352,-123.0404027,4,2,11-Mar-25
"12905 104 Avenue, Surrey","1,375,000",For Sale,49.1919204,-122.8648418,2,2,11-Mar-25
"4371 184 Street, Surrey","5,850,000",For Sale,49.0812561,-122.7140027,6,7,11-Mar-25
"16 - 888 16th Street, North Vancouver","1,199,000",For Sale,49.3233474,-123.0975815,2,3,11-Mar-25
"18060 70 Avenue, Surrey","1,049,900",For Sale,49.129403,-122.7222884,4,4,11-Mar-25
"1703 - 1239 Georgia Street, Vancouver","749,500",For Sale,49.2876944,-123.1257207,1,1,11-Mar-25
"2202 - 1500 Fern Street, North Vancouver","734,900",For Sale,49.3117599,-123.0322935,3,3,11-Mar-25
"1103 - 1372 Seymour Street, Vancouver","859,900",For Sale,49.2745524,-123.1276355,1,1,11-Mar-25
"207 - 5058 Joyce Street, Vancouver","2,575",For Rent,49.2387388,-123.0311215,1,1,11-Mar-25
"44 - 12585 72 Avenue, Surrey","899,000",For Sale,49.1342949,-122.8739551,4,4,10-Mar-25
"207 - 633 16th Avenue, Vancouver","799,800",For Sale,49.2572189,-123.1189715,2,1,10-Mar-25
"320 - 10530 154 Street, Surrey","479,900",For Sale,49.1937113,-122.794902,4,4,10-Mar-25
"3306 Mayfair Avenue, Vancouver","1,998,000",For Sale,49.2366954,-123.1790391,3,2,10-Mar-25
"17423 60 Avenue, Surrey","1,549,999",For Sale,49.1117116,-122.7400352,5,4,10-Mar-25
"1203 - 1159 Main Street, Vancouver","5,200",For Rent,49.2743,-123.100319,3,2,10-Mar-25
"2727 24 Avenue, Vancouver","4,180,000",For Sale,49.2490446,-123.0485901,6,6,10-Mar-25
"2616 Palmerston Avenue, West Vancouver","5,980,000",For Sale,49.3410706,-123.1860249,5,5,10-Mar-25
"26 - 1561 Booth Avenue, Coquitlam","653,800",For Sale,49.2397733,-122.8505156,2,2,10-Mar-25
"8044 Kestrel Court, Surrey","1,849,900",For Sale,49.150067,-122.8265596,6,4,10-Mar-25
"LT.1 - 16045 9 Avenue, Surrey","1,299,000",For Sale,49.0186001,-122.7780037,3,1,10-Mar-25
"407 - 9887 Whalley Boulevard, Surrey","618,000",For Sale,49.1827181,-122.8434076,2,1,10-Mar-25
"TH11 - 3200 Corvette Way, Richmond","1,873,900",For Sale,49.1900977,-123.1331608,4,3,10-Mar-25
"110 - 10698 151a Street, Surrey","468,000",For Sale,49.1969961,-122.8019712,2,2,10-Mar-25
"1205 - 789 Drake Street, Vancouver","725,000",For Sale,49.2766852,-123.1284825,2,2,10-Mar-25
"101 - 7180 Barnet Road, Burnaby","599,000",For Sale,49.2821618,-122.9543185,1,1,10-Mar-25
"329 - 9233 Odlin Road, Richmond","938,000",For Sale,49.1820674,-123.12143,2,2,10-Mar-25
"4278 12th Avenue, Vancouver","3,880,000",For Sale,49.2616776,-123.2024428,4,3,10-Mar-25
"78 - 6588 Barnard Drive, Richmond","1,089,900",For Sale,49.167419,-123.184,2,2,10-Mar-25
"44 - 14952 58 Avenue, Surrey","739,900",For Sale,49.107755,-122.8074748,2,2,10-Mar-25
"1598 Island Park Walk, Vancouver","2,299,000",For Sale,49.271066,-123.1397992,3,4,10-Mar-25
"1306 - 595 Austin Avenue, Coquitlam","788,800",For Sale,49.249754,-122.8866006,2,2,10-Mar-25
"1901 - 125 14th Street, North Vancouver","3,200",For Rent,49.3210245,-123.0743478,1,1,10-Mar-25
"318 - 6808 Minoru Boulevard, Richmond","1,088,000",For Sale,49.1633764,-123.1401484,5,4,10-Mar-25
"712 Keith Road, North Vancouver","3,188,000",For Sale,49.3137315,-123.0543309,6,7,10-Mar-25
"1001 - 7380 Elmbridge Way, Richmond","649,000",For Sale,49.171717,-123.1429423,2,2,10-Mar-25
"6091 174a Street, Surrey","1,399,000",For Sale,49.1132452,-122.7401834,4,3,10-Mar-25
"30 - 2662 Morningstar Crescent, Vancouver","1,098,000",For Sale,49.2065721,-123.0540281,3,2,10-Mar-25
"1751 King Edward Avenue, Vancouver","5,360,000",For Sale,49.2498759,-123.1453905,5,4,10-Mar-25
"107 - 6933 Cambie Street, Vancouver","599,000",For Sale,49.2223121,-123.1171596,1,1,10-Mar-25
"2505 - 1372 Seymour Street, Vancouver","1,065,000",For Sale,49.2745524,-123.1276355,1,1,10-Mar-25
"1101 - 1534 Harwood Street, Vancouver","429,000",For Sale,49.2832537,-123.1404918,1,1,10-Mar-25
"10955 131a Street, Surrey","1,998,000",For Sale,49.2019496,-122.8582503,8,6,10-Mar-25
"1377 60th Avenue, Vancouver","1,899,000",For Sale,49.215729,-123.0775744,5,2,10-Mar-25
"4 - 7251 St. Albans Road, Richmond","1,498,000",For Sale,49.1604228,-123.1312558,4,4,10-Mar-25
"310 - 1777 13th Avenue, Vancouver","978,800",For Sale,49.2601965,-123.1450401,2,2,10-Mar-25
"3982 29th Avenue, Vancouver","3,499,000",For Sale,49.245973,-123.1930895,4,4,10-Mar-25
"518 - 2988 Silver Springs Boulevard, Coquitlam","818,800",For Sale,49.29563,-122.7901299,2,1,10-Mar-25
"211 - 13258 105 Avenue, Surrey","514,900",For Sale,49.1930305,-122.8547066,4,2,10-Mar-25
"1101 - 1068 Hornby Street, Vancouver","599,000",For Sale,49.2797225,-123.1259676,1,1,10-Mar-25
"163 - 2280 163 Street, Surrey","1,099,000",For Sale,49.043026,-122.7698511,3,3,10-Mar-25
"603 - 8555 Capstan Way, Richmond","599,000",For Sale,49.1884332,-123.1304532,1,1,10-Mar-25
"8135 138 Street, Surrey","1,349,000",For Sale,49.150517,-122.8378439,5,4,10-Mar-25
